"Symbol","Company Name","Sector","Industry"
"NLTX","Neoleukin Therapeutics Inc","Health Care","Biotechnology"
"NLY","Annaly Capital Management, Inc.","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"NLY-D","Annaly Capital Management Inc","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"NLY-F","Annaly Capital Management Inc","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"NLY-G","Annaly Capital Management Inc","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"NLY-I","Annaly Capital Management Inc","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"NM","Navios Maritime Holdings Inc.","Industrials","Marine"
"NMCI","Navios Maritime Containers LP","Industrials","Marine"
"NMCO","Nuveen Municipal Credit Opprtntes Fund","",""
"NMFC","New Mountain Finance Corp.","Financials","Capital Markets"
"NMI","Nuveen Municipal Income Fund Inc.","",""
"NMIH","NMI Holdings Inc","Financials","Thrifts & Mortgage Finance"
"NMK-B","Niagara Mohawk Power Corp","",""
"NMK-C","Niagara Mohawk Power Corp","",""
"NML","Neuberger Berman MLP Income Fund Inc","",""
"NMM","Navios Maritime Partners L.P.","Industrials","Marine"
"NMR","Nomura Holdings Inc (ADR)","Financials","Capital Markets"
"NMRD","Nemaura Medical Inc","Health Care","Health Care Equipment & Supplies"
"NMRK","Newmark Group Inc","Real Estate","Real Estate Management & Development"
"NMT","Nuveen Massachusetts Pre Income Mun Fd","",""
"NMTR","9 Meters Biopharma Inc","Health Care","Pharmaceuticals"
"NMY","Nuveen Maryland Premium Income Municipal","",""
"NMZ","Nuveen Municipal High Income Oppty Fund","",""
"NNA","Navios Maritime Acquisition Corporation","Energy","Oil, Gas & Consumable Fuels"
"NNBR","NN, Inc.","Industrials","Machinery"
"NNI","Nelnet, Inc.","Financials","Consumer Finance"
"NNN","National Retail Properties, Inc.","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"NNVC","NanoViricides Inc","Health Care","Biotechnology"
"NNY","Nuveen New York Municipal Value Fund Inc","",""
"NOAH","Noah Holdings Limited (ADR)","Financials","Capital Markets"
"NOC","Northrop Grumman Corporation","Industrials","Aerospace & Defense"
"NODK","NI Holdings Inc","Financials","Insurance"
"NOG","Northern Oil & Gas, Inc.","Energy","Oil, Gas & Consumable Fuels"
"NOK","Nokia Oyj (ADR)","Information Technology","Communications Equipment"
"NOM","Nuveen Missouri Quality Mncpl Incm Fnd","",""
"NOMD","Nomad Foods Ltd","Consumer Staples","Food Products"
"NOV","National-Oilwell Varco, Inc.","Energy","Energy Equipment & Services"
"NOVA","Sunnova Energy International Inc","Utilities","Independent Power & Renewable Electricity Producers"
"NOVN","Novan Inc","Health Care","Pharmaceuticals"
"NOVT","Novanta Inc (USA)","Information Technology","Electronic Equipment, Instruments & Components"
"NOW","ServiceNow Inc","Information Technology","Software"
"NP","Neenah Inc","Materials","Paper & Forest Products"
"NPA","New Providence Acquisition Corp","",""
"NPK","National Presto Industries Inc.","Industrials","Aerospace & Defense"
"NPN","Nuveen Pennsylvania Municipal Value Fund","",""
"NPO","EnPro Industries, Inc.","Industrials","Machinery"
"NPTN","NeoPhotonics Corp","Information Technology","Semiconductors & Semiconductor Equipment"
"NPV","Nuveen Va Premium Income Municipal Fund","",""
"NQP","Nuveen Pennsylvania Quty Mul Ince Fund","",""
"NR","Newpark Resources Inc","Energy","Energy Equipment & Services"
"NRBO","Neurobo Pharmaceuticals Inc","Health Care","Biotechnology"
"NRC","National Research Corporation","Health Care","Health Care Providers & Services"
"NREF","Nexpoint Multifamily Capital Trust, Inc.","",""
"NRG","NRG Energy Inc","Utilities","Independent Power & Renewable Electricity Producers"
"NRGX","Pimco Energy&Tactical Credit Opprts Fund","",""
"NRIM","Northrim BanCorp, Inc.","Financials","Banks"
"NRK","Nuveen New York AMT-Fr Qty Mnpl Incm Fd","",""
"NRO","Neuberger Berman Real Estate Sec Inc Fd","",""
"NRP","Natural Resource Partners LP","Energy","Oil, Gas & Consumable Fuels"
"NRT","North European Oil Royalty Trust","Energy","Oil, Gas & Consumable Fuels"
"NRZ","New Residential Investment Corp","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"NRZ-A","New Residential Investment Corp","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"NRZ-B","New Residential Investment Corp","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"NRZ-C","New Residential Investment Corp","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"NS","NuStar Energy L.P.","Energy","Oil, Gas & Consumable Fuels"
"NS-A","NuStar Energy LP","Energy","Oil, Gas & Consumable Fuels"
"NS-B","NuStar Energy LP","Energy","Oil, Gas & Consumable Fuels"
"NS-C","NuStar Energy LP","Energy","Oil, Gas & Consumable Fuels"
"NSA","National Storage Affiliates Trust","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"NSA-A","National Storage Affiliates Trust","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"NSC","Norfolk Southern Corp.","Industrials","Road & Rail"
"NSCO","Nesco Holdings Inc","Industrials","Trading Companies & Distributors"
"NSEC","National Security Group Inc","Financials","Insurance"
"NSIT","Insight Enterprises, Inc.","Information Technology","Electronic Equipment, Instruments & Components"
"NSL","Nuveen Senior Income Fund","",""
"NSP","Insperity Inc","Industrials","Professional Services"
"NSPR","InspireMD Inc","Health Care","Health Care Equipment & Supplies"
"NSSC","Napco Security Technologies Inc","Information Technology","Electronic Equipment, Instruments & Components"
"NSTG","NanoString Technologies Inc","Health Care","Life Sciences Tools & Services"
"NSYS","Nortech Systems Incorporated","Information Technology","Electronic Equipment, Instruments & Components"
"NTAP","NetApp Inc.","Information Technology","Technology Hardware, Storage & Peripherals"
"NTB","Bank of N.T. Butterfield & Son Ltd","Financials","Banks"
"NTCT","NetScout Systems, Inc.","Information Technology","Communications Equipment"
"NTES","NetEase Inc (ADR)","Communication Services","Entertainment"
"NTG","Tortoise Midstream Energy Fund Inc","",""
"NTGR","NetGear, Inc.","Information Technology","Communications Equipment"
"NTIC","Northern Technologies International Corp","Materials","Chemicals"
"NTIP","Network-1 Technologies Inc","Information Technology","Communications Equipment"
"NTLA","Intellia Therapeutics Inc","Health Care","Biotechnology"
"NTN","NTN Buzztime Inc","Communication Services","Entertainment"
"NTNX","Nutanix Inc","Information Technology","Software"
"NTP","Nam Tai Property Inc","Real Estate","Real Estate Management & Development"
"NTRA","Natera Inc","Health Care","Biotechnology"
"NTRP","Neurotrope Inc","Health Care","Biotechnology"
"NTRS","Northern Trust Corporation","Financials","Capital Markets"
"NTUS","Natus Medical Inc","Health Care","Health Care Equipment & Supplies"
"NTWK","NetSol Technologies Inc.","Information Technology","Software"
"NTZ","Natuzzi, S.p.A (ADR)","Consumer Discretionary","Household Durables"
"NUAN","Nuance Communications Inc.","Information Technology","Software"
"NUE","Nucor Corporation","Materials","Metals & Mining"
"NUM","Nuveen Michigan Qlity Incom Municipal Fd","",""
"NUO","Nuveen Ohio Quality Income Muncpl Fund","",""
"NURO","Neurometrix Inc","Health Care","Health Care Equipment & Supplies"
"NUS","Nu Skin Enterprises, Inc.","Consumer Staples","Personal Products"
"NUV","Nuveen Municipal Value Fund Inc","",""
"NUVA","NuVasive, Inc.","Health Care","Health Care Equipment & Supplies"
"NUW","Nuveen Amt-Free Municipal Value Fund","",""
"NVAX","Novavax, Inc.","Health Care","Biotechnology"
"NVCR","Novocure Ltd","Health Care","Health Care Equipment & Supplies"
"NVDA","NVIDIA Corporation","Information Technology","Semiconductors & Semiconductor Equipment"
"NVEC","NVE Corp","Information Technology","Semiconductors & Semiconductor Equipment"
"NVEE","NV5 Global Inc","Industrials","Construction & Engineering"
"NVFY","Nova Lifestyle Inc","Consumer Discretionary","Household Durables"
"NVG","Nuveen AMT-Free Municipal Crdt Inc Fund","",""
"NVGS","Navigator Holdings Ltd","Energy","Oil, Gas & Consumable Fuels"
"NVIV","Invivo Therapeutics Holdings Corp","Health Care","Health Care Equipment & Supplies"
"NVO","Novo Nordisk A/S (ADR)","Health Care","Pharmaceuticals"
"NVR","NVR, Inc.","Consumer Discretionary","Household Durables"
"NVRO","Nevro Corp","Health Care","Health Care Equipment & Supplies"
"NVS","Novartis AG (ADR)","Health Care","Pharmaceuticals"
"NVST","Envista Holdings Corp","Health Care","Health Care Equipment & Supplies"
"NVT","nVent Electric PLC","Industrials","Electrical Equipment"
"NVTA","InVitae Corp","Health Care","Biotechnology"
"NVUS","Novus Therapeutics Inc","Health Care","Pharmaceuticals"
"NWBI","Northwest Bancshares, Inc.","Financials","Thrifts & Mortgage Finance"
"NWE","NorthWestern Corp","Utilities","Multi-Utilities"
"NWFL","Norwood Financial Corporation","Financials","Banks"
"NWGI","Newgioco Group Inc","Consumer Discretionary","Hotels, Restaurants & Leisure"
"NWHM","New Home Company Inc","Consumer Discretionary","Household Durables"
"NWL","Newell Brands Inc","Consumer Discretionary","Household Durables"
"NWLI","National Western Life Group Inc","Financials","Insurance"
"NWN","Northwest Natural Holding Co","Utilities","Gas Utilities"
"NWPX","Northwest Pipe Company","Industrials","Construction & Engineering"
"NWSA","News Corp","Communication Services","Media"
"NX","Quanex Building Products Corporation","Industrials","Building Products"
"NXC","Nuveen CA Select Tax-Free Income Portfol","",""
"NXGN","Nextgen Healthcare Inc","Health Care","Health Care Technology"
"NXJ","Nuveen New Jersey Quality Mncpl Inc Fund","",""
"NXN","Nuveen NY Select Tax-Free Income Portfol","",""
"NXP","Nuveen Select Tax-Free Income Portfolio","",""
"NXPI","NXP Semiconductors NV","Information Technology","Semiconductors & Semiconductor Equipment"
"NXQ","Nuveen Select Tax Free Incom Portfolio 2","",""
"NXR","Nuveen Select Tax-Free Incom Portfolio 3","",""
"NXRT","NexPoint Residential Trust Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"NXST","Nexstar Media Group Inc","Communication Services","Media"
"NXTC","NextCure Inc","Health Care","Biotechnology"
"NXTD","NXT-ID Inc","Information Technology","Software"
"NYCB","New York Community Bancorp, Inc.","Financials","Thrifts & Mortgage Finance"
"NYMT","New York Mortgage Trust Inc","Financials","Mortgage Real Estate Investment Trusts (REITs)"
"NYMX","Nymox Pharmaceutical Corp","Health Care","Biotechnology"
"NYT","New York Times Co","Communication Services","Media"
"NYV","Nuveen New York Municipal Value Fund 2","",""
"NZF","Nuveen Municipal Credit Income Fund","",""
"O","Realty Income Corp","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"OAK-A","Oaktree Capital Group LLC","",""
"OAK-B","Oaktree Capital Group LLC","",""
"OAS","Oasis Petroleum Inc.","Energy","Oil, Gas & Consumable Fuels"
"OBCI","Ocean Bio-Chem, Inc.","Consumer Staples","Household Products"
"OBLG","Oblong Inc","",""
"OBLN","Obalon Therapeutics Inc","Health Care","Health Care Equipment & Supplies"
"OBNK","Origin Bancorp Inc","Financials","Banks"
"OBSV","Obseva SA","Health Care","Biotechnology"
"OC","Owens Corning","Industrials","Building Products"
"OCC","Optical Cable Corporation","Information Technology","Communications Equipment"
"OCCI","OFS Credit Company Inc","",""
"OCFC","OceanFirst Financial Corp.","Financials","Thrifts & Mortgage Finance"
"OCFT","OneConnect Financial Tech Co Ltd ADR","Information Technology","Software"
"OCG","Oriental Culture Holding Ltd","",""
"OCGN","Ocugen Inc","Health Care","Biotechnology"
"OCN","Ocwen Financial Corp","Financials","Thrifts & Mortgage Finance"
"OCSI","Oaktree Strategic Income Corporation","Financials","Capital Markets"
"OCSL","Oaktree Specialty Lending Corp","Financials","Capital Markets"
"OCUL","Ocular Therapeutix Inc","Health Care","Pharmaceuticals"
"OCX","OncoCyte Corp","Health Care","Biotechnology"
"ODC","Oil-Dri Corporation of America","Consumer Staples","Household Products"
"ODFL","Old Dominion Freight Line","Industrials","Road & Rail"
"ODP","Office Depot Inc","Consumer Discretionary","Specialty Retail"
"ODT","Odonate Therapeutics Inc","Health Care","Pharmaceuticals"
"OEC","Orion Engineered Carbons SA","Materials","Chemicals"
"OEG","Orbital Energy Group Inc","Information Technology","Electronic Equipment, Instruments & Components"
"OESX","Orion Energy Systems, Inc.","Industrials","Electrical Equipment"
"OFC","Corporate Office Properties Trust","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"OFED","Oconee Federal Financial","Financials","Thrifts & Mortgage Finance"
"OFG","OFG Bancorp","Financials","Banks"
"OFG-A","OFG Bancorp","Financials","Banks"
"OFG-B","OFG Bancorp","Financials","Banks"
"OFG-D","OFG Bancorp","Financials","Banks"
"OFIX","Orthofix Medical Inc","Health Care","Health Care Equipment & Supplies"
"OFLX","Omega Flex, Inc.","Industrials","Machinery"
"OFS","OFS Capital Corp","Financials","Capital Markets"
"OGE","OGE Energy Corp.","Utilities","Electric Utilities"
"OGEN","Oragenics Inc","Health Care","Biotechnology"
"OGS","ONE Gas Inc","Utilities","Gas Utilities"
"OHI","Omega Healthcare Investors Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"OI","O-I Glass Inc","Materials","Containers & Packaging"
"OIA","Invesco Municipal Income Opp Trust","",""
"OII","Oceaneering International Inc","Energy","Energy Equipment & Services"
"OIIM","O2Micro International Limited (ADR)","Information Technology","Semiconductors & Semiconductor Equipment"
"OIS","Oil States International, Inc.","Energy","Energy Equipment & Services"
"OKE","ONEOK, Inc.","Energy","Oil, Gas & Consumable Fuels"
"OKTA","Okta Inc","Information Technology","IT Services"
"OLED","Universal Display Corporation","Information Technology","Semiconductors & Semiconductor Equipment"
"OLLI","Ollie's Bargain Outlet Holdings Inc","Consumer Discretionary","Multiline Retail"
"OLN","Olin Corporation","Materials","Chemicals"
"OLP","One Liberty Properties, Inc.","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"OMAB","Grupo Aeroportuario del Centro Nort(ADR)","Industrials","Transportation Infrastructure"
"OMC","Omnicom Group Inc.","Communication Services","Media"
"OMCL","Omnicell, Inc.","Health Care","Health Care Technology"
"OMER","Omeros Corporation","Health Care","Pharmaceuticals"
"OMEX","Odyssey Marine Exploration Inc","Industrials","Commercial Services & Supplies"
"OMF","OneMain Holdings Inc","Financials","Consumer Finance"
"OMI","Owens & Minor, Inc.","Health Care","Health Care Providers & Services"
"OMP","Oasis Midstream Partners LP","Energy","Oil, Gas & Consumable Fuels"
"ON","ON Semiconductor Corp","Information Technology","Semiconductors & Semiconductor Equipment"
"ONB","Old National Bancorp","Financials","Banks"
"ONCS","OncoSec Medical Inc","Health Care","Biotechnology"
"ONCT","Oncternal Therapeutics Inc","Health Care","Biotechnology"
"ONCY","Oncolytics Biotech, Inc. (USA)","Health Care","Biotechnology"
"ONDK","On Deck Capital Inc","Financials","Diversified Financial Services"
"ONE","OneSmart International Edun Gr Ltd - ADR","Consumer Discretionary","Diversified Consumer Services"
"ONEM","1life Healthcare Inc","",""
"ONEW","OneWater Marine Inc","",""
"ONTO","Onto Innovation Inc","Information Technology","Semiconductors & Semiconductor Equipment"
"ONTX","Onconova Therapeutics Inc","Health Care","Pharmaceuticals"
"ONVO","Organovo Holdings Inc","Health Care","Biotechnology"
"OOMA","Ooma Inc","Communication Services","Diversified Telecommunication Services"
"OPBK","OP Bancorp","Financials","Thrifts & Mortgage Finance"
"OPCH","Option Care Health Inc","Health Care","Health Care Providers & Services"
"OPES","Opes Acquisition Corp","",""
"OPGN","OpGen Inc","Health Care","Biotechnology"
"OPHC","OptimumBank Holdings, Inc.","Financials","Banks"
"OPI","Office Properties Income Trust","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"OPK","Opko Health Inc.","Health Care","Biotechnology"
"OPNT","Opiant Pharmaceuticals Inc","Health Care","Pharmaceuticals"
"OPOF","Old Point Financial Corporation","Financials","Banks"
"OPRA","Opera Ltd","Information Technology","Software"
"OPRT","Oportun Financial Corp","Financials","Consumer Finance"
"OPRX","OptimizeRx Corporation","Health Care","Health Care Technology"
"OPTN","OptiNose Inc","Health Care","Pharmaceuticals"
"OPTT","Ocean Power Technologies Inc","Industrials","Electrical Equipment"
"OPY","Oppenheimer Holdings Inc. (USA)","Financials","Capital Markets"
"ORA","Ormat Technologies, Inc.","Utilities","Independent Power & Renewable Electricity Producers"
"ORAN","Orange SA (ADR)","Communication Services","Diversified Telecommunication Services"
